Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Boston, United States Of America - Washington Dc, United States Of America",BOS,DCA,42.2,-71,38.85,-77.04
"Hanoi, Viet Nam - Singapore, Singapore",SIN,HAN,1.3,103.98,21.23,105.81
"Philadelphia, United States Of America - Tokyo, Japan",NRT,PHL,39,-77.45,45.05,-89.01
"Edinburgh, United Kingdom - Madrid, Spain",EDI,MAD,56,-3.34,40.46,-3.58
"Cedar Rapids/iowa City, United States Of America - Chicago, United States Of America",ORD,CID,41.6,-98.93,35.7,-80.1
"Basel-Mulhouse-Freiburg, Switzerland - London, United Kingdom",LCY,BSL,51.5,0.05,47.55,7.59
"Chicago, United States Of America - Santa Ana, United States Of America",SNA,ORD,37.4,-86.16,41.6,-98.93
"Baltimore, United States Of America - Frankfurt, Germany",BWI,FRA,43.7,-79.61,50.05,8.56
"Porto, Portugal - Tokyo, Japan",HND,OPO,50.1,8.56,41.24,-8.67
"Frankfurt, Germany - Porto, Portugal",OPO,FRA,41.2,-8.67,50.05,8.56
"Frankfurt, Germany - San Francisco, United States Of America",FRA,SFO,50.1,8.56,37.61,-122.39
"Boston, United States Of America - San Diego, United States Of America",BOS,SAN,41.8,-87.74,32.7,-102.18
"London, United Kingdom - Malta, Malta",MLA,LHR,35.9,14.49,51.47,-0.45
"Bombay, India - Madrid, Spain",MAD,BOM,48.3,11.77,19.09,72.86
"Osaka, Japan - Singapore, Singapore",SIN,KIX,1.3,103.98,34.43,135.24
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56
"Chicago, United States Of America - Manchester, United Kingdom",MAN,ORD,51.5,-0.45,41.6,-98.93
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",BSL,FRA,47.6,7.59,50.05,8.56
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35
"Columbus, United States Of America - London, United Kingdom",CMH,LHR,40.7,-74.18,51.47,-0.45
"Delhi, India - London, United Kingdom",LGW,DEL,25.3,55.35,28.66,77.26
"Washington Dc, United States Of America - White Plains, United States Of America",DCA,HPN,38.9,-77.04,41.07,-73.7
"Milan, Italy - Paris, France",ORY,LIN,48.7,2.37,45.47,9.18
"Abu Dhabi, United Arab Emirates - Geneva, Switzerland",GVA,AUH,46.2,6.11,24.42,54.64
"Geneva, Switzerland - Kiev-borispol, Ukraine",KBP,GVA,48.3,11.77,46.23,6.11
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34
"West Palm Beach, United States Of America - White Plains, United States Of America",HPN,PBI,41.1,-73.7,26.69,-80.09
"Vancouver, Canada - Winnipeg, Canada",YWG,YVR,49.9,-97.23,49.19,-123.17
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23
"Belfast-city, United Kingdom - Isle Of Man, United Kingdom",IOM,BHD,54.1,-4.63,54.61,-5.87
"Hong Kong, Hong Kong - Washington Dc, United States Of America",HKG,DCA,40.7,-74.18,38.85,-77.04
"Caracas, Venezuela - Miami, United States Of America",MIA,CCS,33.4,-110.87,10.61,-66.99
"Nantucket, United States Of America - New York, United States Of America",ACK,JFK,40.5,-77.06,40.64,-73.79
"Culiacan, Mexico - Mexico City, Mexico",MEX,CUL,19.4,-99.16,24.77,-107.47
"Frankfurt, Germany - New York, United States Of America",JFK,FRA,40.6,-73.79,50.05,8.56
"Newark, United States Of America - Providence, United States Of America",PVD,EWR,41.7,-71.44,40.69,-74.18
"Ankara-esenboga, Turkey - Dubai, United Arab Emirates",DXB,ESB,41,28.99,40.11,32.99
"Helsinki, Finland - New York, United States Of America",HEL,JFK,60.3,24.97,40.64,-73.79
"Helsinki, Finland - San Francisco, United States Of America",SFO,HEL,50.1,8.56,60.31,24.97
"Munich, Germany - Stockholm, Sweden",MUC,ARN,48.3,11.77,60.74,15.85
"Billund, Denmark - Paris, France",BLL,CDG,55.8,9.15,49.01,2.54
"Cleveland, United States Of America - Philadelphia, United States Of America",CLE,PHL,45.5,-120.2,45.05,-89.01
"Beijing, China - Tokyo, Japan",PEK,HND,40.1,116.58,35.55,139.75
"Santiago, Chile - Sao Paulo, Brazil",GRU,SCL,-23.4,-46.48,-33.39,-70.79
"Erbil, Iraq - London, United Kingdom",LHR,EBL,48.2,16.37,36.18,44.02
"Boston, United States Of America - Memphis, United States Of America",BOS,MEM,42.2,-71,33.13,-88.31
"Ibiza, Spain - Palma - Mallorca Island, Spain",IBZ,PMI,38.9,1.37,39.54,2.73
"Montevideo, Uruguay - New York, United States Of America",LGA,MVD,33.4,-110.87,-34.83,-56.03
"Mauritius, Mauritius - Paris, France",MRU,CDG,-20.4,57.68,49.01,2.54
"Chicago, United States Of America - San Diego, United States Of America",ORD,SAN,41.6,-98.93,32.7,-102.18
"Cedar Rapids/iowa City, United States Of America - New York, United States Of America",CID,LGA,41.6,-98.93,40.77,-73.88
"Detroit, United States Of America - Philadelphia, United States Of America",PHL,DTW,45.1,-89.01,37.26,-107.75
"New York, United States Of America - Seoul, Republic Of Korea",ICN,LGA,40.6,-73.79,40.77,-73.88
"New York, United States Of America - Phoenix, United States Of America",PHX,LGA,45.1,-89.01,40.77,-73.88
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34
"Frankfurt, Germany - London, United Kingdom",LHR,FRA,51.5,-0.45,50.05,8.56
"Las Vegas, United States Of America - Washington Dc, United States Of America",LAS,DCA,32,-87.96,38.85,-77.04
"Austin, United States Of America - Philadelphia, United States Of America",PHL,AUS,35.2,-80.95,30.2,-97.67
"Boise, United States Of America - New York, United States Of America",JFK,BOI,40.8,-111.89,43.57,-116.22
"Minneapolis, United States Of America - Seoul, Republic Of Korea",ICN,MSP,41.6,-98.93,44.88,-93.2
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56
"New York, United States Of America - Sao Paulo, Brazil",LGA,GRU,33.4,-110.87,-23.42,-46.48
"Bangkok, Thailand - Beijing, China",PEK,BKK,40.1,116.58,13.71,100.77
"Atlanta, United States Of America - Seoul, Republic Of Korea",ATL,ICN,42.9,-83.53,37.45,126.66
"Denver, United States Of America - Washington Dc, United States Of America",IAD,DEN,39,-77.45,39.77,-104.86
"Fuzhou, China - Hong Kong, Hong Kong",HKG,FOC,22.3,113.94,26.08,119.28
"Hanover, Germany - Tokyo, Japan",HAJ,NRT,49,2.54,35.75,140.39
"New York, United States Of America - Warsaw, Poland",JFK,WAW,40.6,-73.79,52.17,20.98
"London, United Kingdom - Philadelphia, United States Of America",LHR,PHL,51.5,-0.45,45.05,-89.01
"Toronto, Canada - Vancouver, Canada",YVR,YYZ,49.2,-123.17,43.68,-79.61
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8
"Lisbon, Portugal - Madrid, Spain",MAD,LIS,40.5,-3.58,38.77,-9.13
"Frankfurt, Germany - Raleigh/durham, United States Of America",RDU,FRA,39,-77.45,50.05,8.56
"Abuja, Nigeria - Lagos, Nigeria",LOS,ABV,6.6,3.32,9.01,7.27
"New York, United States Of America - Orlando-intl, United States Of America",MCO,LGA,28.4,-81.31,40.77,-73.88
"Miami, United States Of America - Orlando-intl, United States Of America",MIA,MCO,33.4,-110.87,28.44,-81.31
"Chicago, United States Of America - Kansas City, United States Of America",MCI,MDW,39.3,-94.72,41.79,-87.74
"Madrid, Spain - Zurich, Switzerland",MAD,ZRH,40.5,-3.58,47.45,8.57
"Amsterdam, Netherlands - London, United Kingdom",LCY,AMS,51.5,0.05,52.31,4.75
"Istanbul, Turkey - London, United Kingdom",IST,LGW,41,28.99,51.16,-0.16
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63
"Dallas, United States Of America - New York, United States Of America",LGA,DFW,40.8,-73.88,32.87,-97.04
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LTN,54.1,-4.63,51.88,-0.37
"Brisbane, Australia - Melbourne, Australia",MEL,BNE,-37.7,144.85,-27.4,153.11
"Philadelphia, United States Of America - Tampa, United States Of America",PHL,TPA,45.1,-89.01,27.97,-82.54
"Beijing, China - Guangzhou, China",PEK,CAN,40.1,116.58,23.18,113.26
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79
"Beijing, China - Taipei, Taiwan",PEK,TPE,40.1,116.58,25.08,121.24
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94
"Durban, South Africa - East London, South Africa",ELS,DUR,-33,27.83,-29.96,30.95
"New York, United States Of America - Toronto, Canada",JFK,YYZ,40.6,-73.79,43.68,-79.61
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18
"Belo Horizonte-confins, Brazil - Sao Paulo, Brazil",CGH,CNF,-23.6,-46.66,-19.63,-43.96
"Detroit, United States Of America - Seoul, Republic Of Korea",DTW,ICN,37.3,-107.75,37.45,126.66
"Geneva, Switzerland - Larnaca, Cyprus",GVA,LCA,48.2,16.37,34.88,33.63
"Moscow, Russia - New York, United States Of America",JFK,DME,51.5,-0.45,55.42,37.9
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45
"Seoul, Republic Of Korea - Taipei, Taiwan",TPE,ICN,25.1,121.24,37.45,126.66
"Barcelona, Spain - London, United Kingdom",LCY,BCN,51.5,0.05,41.3,2.08
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88
"Bombay, India - Calcutta, India",BOM,CCU,19.1,72.86,22.65,88.44
"Bermuda, Bermuda - London, United Kingdom",BDA,LGW,32.4,-64.69,51.16,-0.16
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01
"Brussels, Belgium - Hamburg, Germany",HAM,BRU,53.6,10.01,50.89,4.48
"Nice, France - Zurich, Switzerland",ZRH,NCE,47.5,8.57,43.67,7.21
"Cuiaba, Brazil - Sao Paulo, Brazil",CGH,CGB,-23.6,-46.66,-15.65,-56.12
"Little Rock, United States Of America - Newark, United States Of America",LIT,EWR,33.1,-88.31,40.69,-74.18
"Boston, United States Of America - Paris, France",CDG,BOS,49,2.54,42.21,-71
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57
"Milan, Italy - Munich, Germany",MUC,MXP,48.3,11.77,45.47,9.18
"Newark, United States Of America - Raleigh/durham, United States Of America",RDU,EWR,35.9,-78.79,40.69,-74.18
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45
"Colombo, Sri Lanka - Hong Kong, Hong Kong",HKG,CMB,22.3,113.94,7.18,79.89
"Birmingham, United States Of America - Newark, United States Of America",EWR,BHM,42.9,-83.53,33.56,-86.75
"Atlanta, United States Of America - Stockholm, Sweden",ATL,ARN,52.3,4.75,60.74,15.85
"Edinburgh, United Kingdom - Johannesburg, South Africa",EDI,JNB,51.5,-0.45,-26.13,28.23
"Amsterdam, Netherlands - Gothenburg, Sweden",GOT,AMS,59.6,16.49,52.31,4.75
"Milan, Italy - Zurich, Switzerland",ZRH,MXP,47.5,8.57,45.47,9.18
"Frankfurt, Germany - Taipei, Taiwan",TPE,FRA,25.1,121.24,50.05,8.56
"Los Angeles, United States Of America - Paris, France",LAX,CDG,34.1,-118.24,49.01,2.54
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45
"Amsterdam, Netherlands - Copenhagen, Denmark",AMS,CPH,52.3,4.75,55.63,12.64
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75
"London, United Kingdom - Madrid, Spain",STN,MAD,51.9,0.26,40.46,-3.58
"Dallas, United States Of America - Minneapolis, United States Of America",MSP,DFW,44.9,-93.2,32.87,-97.04
"Shenzhen, China - Taipei, Taiwan",SZX,TPE,22.5,113.97,25.08,121.24
"Abu Dhabi, United Arab Emirates - Kuwait, Kuwait",KWI,AUH,29.3,47.97,24.42,54.64
"Seoul, Republic Of Korea - Taipei, Taiwan",ICN,TPE,37.5,126.66,25.08,121.24
"Honolulu - Oahu, United States Of America - Los Angeles, United States Of America",LAX,HNL,34.1,-118.24,21.34,-157.92
"Chicago, United States Of America - Dallas, United States Of America",ORD,DFW,41.6,-98.93,32.87,-97.04
"Paris, France - Tokyo, Japan",CDG,NRT,49,2.54,35.75,140.39
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29
"Aswan, Egypt - Cairo, Egypt",ASW,CAI,24.1,32.9,30.05,31.25
"Bermuda, Bermuda - London, United Kingdom",LGW,BDA,51.2,-0.16,32.37,-64.69
"Cape Town, South Africa - Singapore, Singapore",CPT,SIN,-34,18.59,1.34,103.98
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85
"Manchester, United Kingdom - Paris, France",MAN,CDG,53.4,0.1,49.01,2.54
"Shanghai, China - Taipei-sung Shan, Taiwan",TSA,SHA,25.1,121.55,31.19,121.34
"Osaka, Japan - Rome, Italy",FCO,KIX,41.9,12.5,34.43,135.24
"Boston, United States Of America - Salt Lake City, United States Of America",BOS,SLC,42.2,-71,40.76,-111.89
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23
"Inverness, United Kingdom - London, United Kingdom",LGW,INV,51.2,-0.16,57.54,-4.06
"Hong Kong, Hong Kong - Osaka, Japan",HKG,KIX,22.3,113.94,34.43,135.24
"Bangalore, India - Madras, India",BLR,MAA,12.8,77.65,13.05,80.23
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75
"Minneapolis, United States Of America - Washington Dc, United States Of America",MSP,DCA,44.9,-93.2,38.85,-77.04
"Paris, France - Rome, Italy",CDG,FCO,49,2.54,41.9,12.5
"Lagos, Nigeria - Manchester, United Kingdom",LOS,MAN,51.5,-0.45,53.37,0.1
"New York, United States Of America - Rome, Italy",JFK,FCO,40.6,-73.79,41.9,12.5
"Osaka, Japan - Seattle, United States Of America",KIX,SEA,34.4,135.24,39.9,-75.59
"Doha, Qatar - Hong Kong, Hong Kong",HKG,DOH,22.3,113.94,25.27,51.56
"Cape Town, South Africa - Doha, Qatar",DOH,CPT,25.3,51.56,-33.97,18.59
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98
"Detroit, United States Of America - London, United Kingdom",LHR,DTW,51.5,-0.45,37.26,-107.75
"Chicago, United States Of America - Frankfurt, Germany",ORD,FRA,41.6,-98.93,50.05,8.56
"Billund, Denmark - Copenhagen, Denmark",BLL,CPH,55.8,9.15,55.63,12.64
"Berne, Switzerland - London, United Kingdom",LCY,BRN,51.5,0.05,46.91,7.5
"Hamburg, Germany - Manchester, United Kingdom",MAN,HAM,53.4,0.1,53.64,10.01
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71
"Johannesburg, South Africa - Phalaborwa, South Africa",JNB,PHW,-26.1,28.23,-23.94,31.15
"Milan, Italy - Stuttgart, Germany",STR,MXP,54.4,13.52,45.47,9.18
"Los Angeles, United States Of America - Turin, Italy",TRN,LAX,49,2.54,34.05,-118.24
"Hamburg, Germany - Newark, United States Of America",HAM,EWR,53.6,10.01,40.69,-74.18
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56
"Houston, United States Of America - Seoul, Republic Of Korea",ICN,IAH,35.8,140.39,29.98,-95.34
"Houston, United States Of America - Tokyo, Japan",IAH,NRT,30,-95.34,35.75,140.39
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23
"Kuwait, Kuwait - London, United Kingdom",LHR,KWI,51.5,-0.45,29.25,47.97
"Austin, United States Of America - London, United Kingdom",LHR,AUS,32.9,-97.04,30.2,-97.67
"Bristol, United Kingdom - Leeds/bradford, United Kingdom",BRS,LBA,51.4,-2.71,53.87,-1.66
"Sydney, Australia - Wellington, New Zealand",SYD,WLG,-33.9,151.23,-41.33,174.81
"Boston, United States Of America - Pittsburgh, United States Of America",PIT,BOS,48.7,-94.74,42.21,-71
"Charlotte, United States Of America - Dallas, United States Of America",CLT,DFW,35.2,-80.95,32.87,-97.04
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37
"Kuala Lumpur, Malaysia - Tokyo, Japan",NRT,KUL,35.8,140.39,2.76,101.71
"Bangkok, Thailand - Tokyo, Japan",BKK,HND,13.7,100.77,35.55,139.75
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85
"Paris, France - Rome, Italy",CDG,FCO,49,2.54,41.9,12.5
"Dubai, United Arab Emirates - Melbourne, Australia",MEL,DXB,-37.7,144.85,25.25,55.35
"Dubai, United Arab Emirates - Sydney, Australia",DXB,SYD,25.3,55.35,-33.92,151.23
"Bogota, Colombia - Buenos Aires, Argentina",EZE,BOG,-12,-77.11,4.7,-74.14
"Ft. Lauderdale, United States Of America - White Plains, United States Of America",HPN,FLL,41.1,-73.7,26.07,-80.13
"Chicago, United States Of America - Hartford/springfield, United States Of America",ORD,BDL,41.6,-98.93,41.93,-72.68
"Amsterdam, Netherlands - Sao Paulo, Brazil",GRU,AMS,49,2.54,52.31,4.75
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24
"Lisbon, Portugal - London, United Kingdom",LIS,LHR,38.8,-9.13,51.47,-0.45
"Kuala Lumpur, Malaysia - Tokyo, Japan",KUL,NRT,2.8,101.71,35.75,140.39
"Dubai, United Arab Emirates - Entebbe/kampala, Uganda",DXB,EBB,25.3,51.56,0.04,32.44
"Dubai, United Arab Emirates - Los Angeles, United States Of America",LAX,DXB,34.1,-118.24,25.25,55.35
"Kuala Lumpur, Malaysia - Seoul, Republic Of Korea",KUL,ICN,1.3,103.98,37.45,126.66
"London, United Kingdom - Lugano, Switzerland",LUG,LHR,47.5,8.57,51.47,-0.45
"Entebbe/kampala, Uganda - Mombasa, Kenya",EBB,MBA,-1.3,36.81,-4,39.72
"London, United Kingdom - Oslo, Norway",LHR,OSL,51.5,-0.45,59.91,10.75
"Bombay, India - Zurich, Switzerland",ZRH,BOM,47.5,8.57,19.09,72.86
"London, United Kingdom - Rome, Italy",LHR,FCO,51.5,-0.45,41.9,12.5
"Doha, Qatar - Paris, France",CDG,DOH,49,2.54,25.27,51.56
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45
"Newark, United States Of America - Seattle, United States Of America",SEA,EWR,39.9,-75.59,40.69,-74.18
"Amsterdam, Netherlands - Prague, Czech Republic",PRG,AMS,50.1,14.43,52.31,4.75
"Beijing, China - Hangzhou, China",PEK,HGH,40.1,116.58,30.33,120.23
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71
"Denver, United States Of America - Seoul, Republic Of Korea",DEN,ICN,34.1,-118.24,37.45,126.66
"Bombay, India - Tokyo, Japan",NRT,BOM,35.8,140.39,19.09,72.86
"Beijing, China - Shenyang, China",PEK,SHE,40.1,116.58,41.79,123.53
"Chicago, United States Of America - Seattle, United States Of America",ORD,SEA,41.6,-98.93,39.9,-75.59
"Bangalore, India - Delhi, India",BLR,DEL,12.8,77.65,28.66,77.26
"Delhi, India - Poona, India",PNQ,DEL,18.6,73.91,28.66,77.26
"Accra, Ghana - Mauritius, Mauritius",ACC,MRU,25.3,55.35,-20.43,57.68
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35
"Dallas, United States Of America - Miami, United States Of America",DFW,MIA,32.9,-97.04,33.4,-110.87
"Beijing, China - Houston, United States Of America",PEK,IAH,37.6,-122.39,29.98,-95.34
"Mahe Island, Seychelles Islands - Nairobi, Kenya",NBO,SEZ,-1.3,36.81,-4.68,55.52
"London, United Kingdom - Verona, Italy",VRN,LGW,45.4,10.99,51.16,-0.16
"San Francisco, United States Of America - Vilnius, Lithuania",VNO,SFO,50.1,8.56,37.61,-122.39
"Boston, United States Of America - Las Vegas, United States Of America",LAS,BOS,44.9,-93.2,42.21,-71
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11
"Alma Ata, Kazakhstan - Tselinograd, Kazakhstan",ALA,TSE,43.4,77.03,51.03,71.48
"Athens, Greece - Rome, Italy",FCO,ATH,41.9,12.5,37.89,23.72
"Cairo, Egypt - Riyadh, Saudi Arabia",RUH,CAI,24.9,46.71,30.05,31.25
"Newark, United States Of America - Tokyo, Japan",NRT,EWR,35.8,140.39,40.69,-74.18
"Detroit, United States Of America - Los Angeles, United States Of America",DTW,LAX,37.3,-107.75,34.05,-118.24
"Calcutta, India - Delhi, India",CCU,DEL,22.7,88.44,28.66,77.26
"Amsterdam, Netherlands - Edinburgh, United Kingdom",EDI,AMS,56,-3.34,52.31,4.75
"Monroe, United States Of America - New York, United States Of America",LGA,MLU,30,-95.34,32.51,-92.04
"Boston, United States Of America - Manchester, United Kingdom",MAN,BOS,51.5,-0.45,42.21,-71
"Frankfurt, Germany - Salzburg, Austria",FRA,SZG,50.1,8.56,47.79,13
"Milan, Italy - Rio De Janeiro, Brazil",LIN,GIG,41.9,12.5,-22.81,-43.24
"Guam, Guam - Seattle, United States Of America",SEA,GUM,35.8,140.39,13.48,144.75
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56
"Dublin, Republic Of Ireland - London, United Kingdom",LHR,DUB,51.5,-0.45,53.34,-6.25
"Lagos, Nigeria - London, United Kingdom",LOS,LHR,6.6,3.32,51.47,-0.45
"Baltimore, United States Of America - San Francisco, United States Of America",BWI,SFO,33.4,-112.03,37.61,-122.39
"Atlanta, United States Of America - Memphis, United States Of America",MEM,ATL,33.1,-88.31,42.94,-83.53
"Copenhagen, Denmark - Frankfurt, Germany",FRA,CPH,50.1,8.56,55.63,12.64
"Boston, United States Of America - Columbus, United States Of America",BOS,CMH,42.2,-71,40,-82.89
"Sydney, Australia - Wellington, New Zealand",SYD,WLG,-33.9,151.23,-41.33,174.81
"Baltimore, United States Of America - Chicago, United States Of America",ORD,BWI,41.6,-98.93,39.18,-76.67
"San Francisco, United States Of America - Sydney, Australia",SFO,SYD,37.6,-122.39,-33.92,151.23
"Miami, United States Of America - San Francisco, United States Of America",MIA,SFO,30,-95.34,37.61,-122.39
"Shanghai, China - Washington Dc, United States Of America",DCA,PVG,40.7,-74.18,31.12,121.8
"Athens, Greece - Dubai, United Arab Emirates",ATH,DXB,37.9,23.72,25.25,55.35
"Los Angeles, United States Of America - Shanghai, China",PVG,LAX,31.1,121.8,34.05,-118.24
"Boston, United States Of America - Hong Kong, Hong Kong",HKG,BOS,41.6,-98.93,42.21,-71
