Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"Detroit, United States Of America - Los Angeles, United States Of America",DTW,LAX,37.3,-107.75,34.05,-118.24,1013.68
"Calcutta, India - Delhi, India",CCU,DEL,22.7,88.44,28.66,77.26,1301.04
"Amsterdam, Netherlands - Edinburgh, United Kingdom",EDI,AMS,56,-3.34,52.31,4.75,667.20
"Monroe, United States Of America - New York, United States Of America",LGA,MLU,30,-95.34,32.51,-92.04,419.95
"Boston, United States Of America - Manchester, United Kingdom",MAN,BOS,51.5,-0.45,42.21,-71,5250.84
"Frankfurt, Germany - Salzburg, Austria",FRA,SZG,50.1,8.56,47.79,13,413.66
"Milan, Italy - Rio De Janeiro, Brazil",LIN,GIG,41.9,12.5,-22.81,-43.24,9196.65
"Guam, Guam - Seattle, United States Of America",SEA,GUM,35.8,140.39,13.48,144.75,2520.60
"Frankfurt, Germany - Zurich, Switzerland",ZRH,FRA,47.5,8.57,50.05,8.56,283.63
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56,1081.17
"Dublin, Republic Of Ireland - London, United Kingdom",LHR,DUB,51.5,-0.45,53.34,-6.25,443.30
"Lagos, Nigeria - London, United Kingdom",LOS,LHR,6.6,3.32,51.47,-0.45,5002.81
"Baltimore, United States Of America - San Francisco, United States Of America",BWI,SFO,33.4,-112.03,37.61,-122.39,1047.57
"Atlanta, United States Of America - Memphis, United States Of America",MEM,ATL,33.1,-88.31,42.94,-83.53,1171.33
"Copenhagen, Denmark - Frankfurt, Germany",FRA,CPH,50.1,8.56,55.63,12.64,673.05
"Boston, United States Of America - Columbus, United States Of America",BOS,CMH,42.2,-71,40,-82.89,1025.23
"Sydney, Australia - Wellington, New Zealand",SYD,WLG,-33.9,151.23,-41.33,174.81,2226.96
"Baltimore, United States Of America - Chicago, United States Of America",ORD,BWI,41.6,-98.93,39.18,-76.67,1899.47
"San Francisco, United States Of America - Sydney, Australia",SFO,SYD,37.6,-122.39,-33.92,151.23,11945.24
"Miami, United States Of America - San Francisco, United States Of America",MIA,SFO,30,-95.34,37.61,-122.39,2628.40
"Shanghai, China - Washington Dc, United States Of America",DCA,PVG,40.7,-74.18,31.12,121.8,11864.93
"Athens, Greece - Dubai, United Arab Emirates",ATH,DXB,37.9,23.72,25.25,55.35,3289.53
"Los Angeles, United States Of America - Shanghai, China",PVG,LAX,31.1,121.8,34.05,-118.24,10425.43
"Boston, United States Of America - Hong Kong, Hong Kong",HKG,BOS,41.6,-98.93,42.21,-71,2302.69
"Amsterdam, Netherlands - Munich, Germany",MUC,AMS,48.3,11.77,52.31,4.75,668.51
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6295.45
"Doha, Qatar - Paris, France",CDG,DOH,49,2.54,25.27,51.56,4967.79
"Newark, United States Of America - Vilnius, Lithuania",EWR,VNO,50.1,8.56,54.64,25.28,1238.73
"Madrid, Spain - Newark, United States Of America",EWR,MAD,40.7,-74.18,40.46,-3.58,5791.06
"Dallas, United States Of America - Denver, United States Of America",DFW,DEN,32.9,-97.04,39.77,-104.86,1035.87
"Newark, United States Of America - Singapore, Singapore",EWR,SIN,40.7,-74.18,1.34,103.98,15341.06
"Cairo, Egypt - Dar Es Salaam, United Rep. Of Tanzania",CAI,DAR,30.1,31.25,-6.88,39.2,4199.82
"Denpasar Bali, Indonesia - Singapore, Singapore",SIN,DPS,1.3,103.98,-8.74,115.17,1669.01
"New York, United States Of America - Oslo, Norway",OSL,JFK,51.5,-0.45,40.64,-73.79,5541.70
"Geneva, Switzerland - Istanbul, Turkey",IST,GVA,41,28.99,46.23,6.11,1924.23
"Edinburgh, United Kingdom - London, United Kingdom",LCY,EDI,51.5,0.05,55.96,-3.34,543.75
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,1546.18
"Lisbon, Portugal - Madrid, Spain",MAD,LIS,40.5,-3.58,38.77,-9.13,512.75
"New York, United States Of America - Tampa, United States Of America",JFK,TPA,40.6,-73.79,27.97,-82.54,1616.59
"Prague, Czech Republic - Sofia, Bulgaria",PRG,SOF,48.2,16.37,42.69,23.4,821.83
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.83
"Paris, France - Stockholm, Sweden",CDG,ARN,49,2.54,60.74,15.85,1552.64
"Seoul, Republic Of Korea - Stockholm, Sweden",ARN,ICN,51.5,-0.45,37.45,126.66,8871.85
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56,8552.76
"Moscow, Russia - New York, United States Of America",JFK,DME,47.5,8.57,55.42,37.9,2194.19
"Bombay, India - Boston, United States Of America",BOM,BOS,51.5,-0.45,42.21,-71,5250.84
"Dubai, United Arab Emirates - Dublin, Republic Of Ireland",DXB,DUB,25.3,55.35,53.34,-6.25,5912.94
"Boston, United States Of America - Los Angeles, United States Of America",BOS,LAX,42.2,-71,34.05,-118.24,4176.47
"New York, United States Of America - Roanoke, United States Of America",LGA,ROA,40.8,-73.88,28.55,-81.68,1536.40
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.23
"Lagos, Nigeria - Nairobi, Kenya",NBO,LOS,-1.3,36.81,6.58,3.32,3819.84
"Chongqing, China - Shanghai, China",PVG,CKG,31.1,121.8,29.58,106.5,1477.19
"Newark, United States Of America - Toronto, Canada",EWR,YYZ,40.7,-74.18,43.68,-79.61,556.67
"Albuquerque, United States Of America - Kansas City, United States Of America",MCI,ABQ,32.9,-97.04,35.05,-106.63,915.89
"Accra, Ghana - Lusaka, Zambia",ACC,LUN,-1.3,36.81,-15.33,28.45,1810.30
"New York, United States Of America - New York, United States Of America",JFK,LGA,33.4,-110.87,40.77,-73.88,3356.31
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.21
"Paris, France - Toulouse, France",TLS,CDG,43.6,1.38,49.01,2.54,608.28
"Des Moines, United States Of America - Phoenix, United States Of America",DSM,PHX,41.5,-93.65,33.44,-112.03,1848.21
"Madrid, Spain - Santiago, Chile",SCL,MAD,-33.4,-70.79,40.46,-3.58,10720.28
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,50.1,8.56,47.45,8.57,294.75
"Albuquerque, United States Of America - San Francisco, United States Of America",SFO,ABQ,37.6,-122.39,35.05,-106.63,1438.64
"Amsterdam, Netherlands - Edinburgh, United Kingdom",AMS,EDI,52.3,4.75,55.96,-3.34,665.41
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,6311.68
"Takamatsu, Japan - Tokyo, Japan",HND,TAK,35.6,139.75,34.21,134.02,544.96
"Ankara-esenboga, Turkey - London, United Kingdom",ESB,LHR,41,28.99,51.47,-0.45,2523.10
"Hyderabad, India - Madras, India",HYD,MAA,17.5,78.46,13.05,80.23,530.12
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.05
"Mexico City, Mexico - Miami, United States Of America",MIA,MEX,33.4,-110.87,19.43,-99.16,1939.68
"Bombay, India - Frankfurt, Germany",FRA,BOM,50.1,8.56,19.09,72.86,6571.73
"Mexico City, Mexico - Paris, France",CDG,MEX,51.5,-0.45,19.43,-99.16,8912.40
"Frankfurt, Germany - San Francisco, United States Of America",SFO,FRA,37.6,-122.39,50.05,8.56,9151.84
"Hilton Head Island, United States Of America - Munich, Germany",MUC,HHH,35.2,-80.95,32.23,-80.7,331.15
"Jacksonville, United States Of America - Philadelphia, United States Of America",PHL,JAX,45.1,-89.01,33.81,-85.76,1286.09
"Helsinki, Finland - San Francisco, United States Of America",HEL,SFO,51.5,-0.45,37.61,-122.39,8618.18
"Hong Kong, Hong Kong - Melbourne, Australia",HKG,MEL,22.3,113.94,-37.67,144.85,7412.57
"Bombay, India - Jakarta-soekarno, Indonesia",CGK,BOM,1.3,103.98,19.09,72.86,3925.39
"Toronto, Canada - Victoria, Canada",YYZ,YYJ,43.7,-79.61,48.64,-123.43,3372.03
"Chicago, United States Of America - West Palm Beach, United States Of America",ORD,PBI,41.6,-98.93,26.69,-80.09,2389.30
"Toronto, Canada - Zurich, Switzerland",ZRH,YYZ,50.1,8.56,43.68,-79.61,6339.88
"Isle Of Man, United Kingdom - London, United Kingdom",IOM,LGW,54.1,-4.63,51.16,-0.16,444.80
"London, United Kingdom - Mauritius, Mauritius",LGW,MRU,51.2,-0.16,-20.43,57.68,9752.10
"Bozeman, United States Of America - New York, United States Of America",BZN,LGA,44.9,-93.2,40.77,-73.88,1636.90
"Santiago, Chile - Sao Paulo, Brazil",SCL,GRU,-33.4,-70.79,-23.42,-46.48,2615.70
"London, United Kingdom - Maputo, Mozambique",MPM,LHR,38.8,-9.13,51.47,-0.45,1562.60
"Charlotte, United States Of America - Montgomery, United States Of America",MGM,CLT,32.3,-86.39,35.22,-80.95,598.62
"El Paso, United States Of America - New York, United States Of America",LGA,ELP,32.9,-97.04,43.28,-75.82,2177.52
"Lebanon, United States Of America - White Plains, United States Of America",LEB,HPN,43.6,-72.31,41.07,-73.7,303.71
"San Francisco, United States Of America - Seoul, Republic Of Korea",SFO,ICN,37.6,-122.39,37.45,126.66,9075.86
"Amsterdam, Netherlands - Stockholm, Sweden",ARN,AMS,60.7,15.85,52.31,4.75,1152.19
"Dubai, United Arab Emirates - Istanbul, Turkey",IST,DXB,41,28.99,25.25,55.35,2996.46
"London, United Kingdom - Vienna, Austria",LHR,VIE,51.5,-0.45,48.2,16.37,1257.64
"Las Vegas, United States Of America - Miami, United States Of America",LAS,MIA,32,-87.96,33.4,-110.87,2145.66
"Belo Horizonte-confins, Brazil - New York, United States Of America",JFK,CNF,-23.4,-46.48,-19.63,-43.96,493.75
"Bangalore, India - Newark, United States Of America",EWR,BLR,50.1,8.56,12.8,77.65,7434.99
"Kuala Lumpur, Malaysia - Taipei, Taiwan",KUL,TPE,2.8,101.71,25.08,121.24,3242.93
"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,9078.82
"Istanbul, Turkey - Singapore, Singapore",IST,SIN,41,28.99,1.34,103.98,8657.16
"Maputo, Mozambique - Tete, Mozambique",MPM,TET,-25.9,32.57,-16.14,33.51,1089.93
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,300.05
"Gran Canaria - Canary Isl, Spain - Tenerife - Canary Islands, Spain",TCI,LPA,35.7,-6.92,27.94,-15.39,1176.15
"Houston, United States Of America - New York, United States Of America",IAH,LGA,30,-95.34,40.77,-73.88,2275.70
"Los Angeles, United States Of America - Toronto, Canada",YYZ,LAX,43.7,-79.61,34.05,-118.24,3477.41
"Ottawa, Canada - Toronto, Canada",YOW,YYZ,45.3,-75.67,43.68,-79.61,360.77
"London, United Kingdom - Naples, Italy",NAP,LGW,40.8,14.25,51.16,-0.16,1597.08
"Durango, United States Of America - Houston, United States Of America",DRO,IAH,39.8,-104.86,29.98,-95.34,1393.64
"Miami, United States Of America - Panama City, Panama",MIA,PTY,33.4,-110.87,9.07,-79.38,4208.27
"Dubai, United Arab Emirates - Lahore, Pakistan",LHE,DXB,31.5,74.39,25.25,55.35,1985.31
"Brussels, Belgium - Frankfurt, Germany",BRU,FRA,50.9,4.48,50.05,8.56,303.84
"Houston, United States Of America - Tokyo, Japan",NRT,IAH,35.8,140.39,29.98,-95.34,10669.82
"Frankfurt, Germany - Sydney, Australia",FRA,SYD,1.3,103.98,-33.92,151.23,6295.45
"Munich, Germany - Seoul, Republic Of Korea",ICN,MUC,37.5,126.66,48.34,11.77,8512.66
"Geneva, Switzerland - Riyadh, Saudi Arabia",GVA,RUH,46.2,6.11,24.94,46.71,4300.04
"San Francisco, United States Of America - Tokyo, Japan",SFO,NRT,37.6,-122.39,35.75,140.39,8230.56
"Athens, Greece - Toronto, Canada",YYZ,ATH,50.1,8.56,37.89,23.72,1813.97
"Barcelona, Spain - Geneva, Switzerland",GVA,BCN,46.2,6.11,41.3,2.08,633.73
"Gloucester, United Kingdom - Isle Of Man, United Kingdom",IOM,GLO,54.1,-4.63,60.72,-1.07,766.30
"Calgary, Canada - Seoul, Republic Of Korea",ICN,YYC,49.2,-123.17,51.13,-114.01,686.49
"London, United Kingdom - Paris, France",LHR,CDG,51.5,-0.45,49.01,2.54,349.10
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,1158.43
"Beijing, China - Chongqing, China",CKG,PEK,29.6,106.5,40.07,116.58,1482.06
"Gothenburg, Sweden - Singapore, Singapore",SIN,GOT,50.1,8.56,59.56,16.49,1166.55
"Bombay, India - Manchester, United Kingdom",BOM,MAN,25.3,55.35,53.37,0.1,5497.53
"Birmingham, United Kingdom - Paris, France",BHX,CDG,52.5,-1.73,49.01,2.54,490.70
"Boston, United States Of America - Frankfurt, Germany",FRA,BOS,50.1,8.56,42.21,-71,5897.40
"Hong Kong, Hong Kong - Las Vegas, United States Of America",LAS,HKG,34.1,-118.24,22.32,113.94,11665.38
"Copenhagen, Denmark - Zurich, Switzerland",CPH,ZRH,55.6,12.64,47.45,8.57,948.82
"Frankfurt, Germany - Rome, Italy",FRA,FCO,50.1,8.56,41.9,12.5,961.16
"Bangalore, India - Bombay, India",BLR,BOM,12.8,77.65,19.09,72.86,866.92
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,221.87
"Calgary, Canada - Frankfurt, Germany",YYC,FRA,51.1,-114.01,50.05,8.56,7529.47
"New York, United States Of America - Tokyo, Japan",HND,JFK,35.6,139.75,40.64,-73.79,10874.14
"Johannesburg, South Africa - Prague, Czech Republic",PRG,JNB,25.3,55.35,-26.13,28.23,6418.69
"Bangkok, Thailand - London, United Kingdom",BKK,LHR,13.7,100.77,51.47,-0.45,9579.77
"Dar Es Salaam, United Rep. Of Tanzania - Johannesburg, South Africa",JNB,DAR,-26.1,28.23,-6.88,39.2,2433.57
"New York, United States Of America - Vancouver, Canada",JFK,YVR,40.6,-73.79,49.19,-123.17,3931.99
"Madrid, Spain - Philadelphia, United States Of America",MAD,PHL,40.5,-3.58,45.05,-89.01,6655.65
"Boston, United States Of America - Montreal, Canada",YUL,BOS,45.5,-73.75,42.21,-71,427.20
"Atlanta, United States Of America - Montgomery, United States Of America",ATL,MGM,42.9,-83.53,32.3,-86.39,1205.42
"London, United Kingdom - Paris, France",ORY,LHR,48.7,2.37,51.47,-0.45,367.94
"London, United Kingdom - Mahe Island, Seychelles Islands",LGW,SEZ,25.3,55.35,-4.68,55.52,3334.61
"Newark, United States Of America - Vancouver, Canada",EWR,YVR,40.7,-74.18,49.19,-123.17,3898.04
"Hyderabad, India - Manchester, United Kingdom",MAN,HYD,25.3,55.35,17.45,78.46,2543.27
"Brasilia, Brazil - Sao Paulo, Brazil",CGH,BSB,-23.6,-46.66,-15.86,-47.91,870.76
"Mexico City, Mexico - New York, United States Of America",JFK,MEX,40.6,-73.79,19.43,-99.16,3369.36
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,1992.12
"Shanghai, China - Taipei, Taiwan",PVG,TPE,31.1,121.8,25.08,121.24,671.83
"Hong Kong, Hong Kong - Manila, Philippines",MNL,HKG,14.5,121.02,22.32,113.94,1146.12
"Frankfurt, Germany - Manila, Philippines",FRA,MNL,13.7,100.77,14.51,121.02,2185.58
"Eldoret, Kenya - Nairobi, Kenya",EDL,NBO,0.5,35.28,-1.28,36.81,261.06
"London, United Kingdom - Madrid, Spain",LHR,MAD,51.5,-0.45,40.46,-3.58,1251.23
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,7394.48
"Bogota, Colombia - New York, United States Of America",BOG,JFK,4.7,-74.14,40.64,-73.79,3997.63
"Detroit, United States Of America - Manila, Philippines",DTW,MNL,35.8,140.39,14.51,121.02,3054.59
"Boston, United States Of America - Detroit, United States Of America",DTW,BOS,37.3,-107.75,42.21,-71,3164.43
"Seoul, Republic Of Korea - Toronto, Canada",ICN,YYZ,49.2,-123.17,43.68,-79.61,3346.72
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.80
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10884.81
"Dallas, United States Of America - New York, United States Of America",DFW,LGA,32.9,-97.04,40.77,-73.88,2231.16
"Bombay, India - Newark, United States Of America",BOM,EWR,19.1,72.86,40.69,-74.18,12548.63
"Los Angeles, United States Of America - Phoenix, United States Of America",PHX,LAX,33.4,-112.03,34.05,-118.24,578.91
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98,6037.12
"Hong Kong, Hong Kong - Houston, United States Of America",IAH,HKG,34.1,-118.24,22.32,113.94,11665.38
"Houston, United States Of America - Los Angeles, United States Of America",LAX,IAH,34.1,-118.24,29.98,-95.34,2202.21
"Cincinnati, United States Of America - New York, United States Of America",CVG,JFK,39.1,-84.66,40.64,-73.79,942.96
"Frankfurt, Germany - Graz, Austria",FRA,GRZ,50.1,8.56,47,15.45,612.99
"Hong Kong, Hong Kong - Nairobi, Kenya",HKG,NBO,22.3,113.94,-1.28,36.81,8743.06
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1176.02
"Rome, Italy - Turin, Italy",TRN,FCO,45.1,7.7,41.9,12.5,525.81
"Hong Kong, Hong Kong - Madras, India",HKG,MAA,22.3,113.94,13.05,80.23,3708.02
"Monterrey, Mexico - Newark, United States Of America",MTY,EWR,30,-95.34,40.69,-74.18,2249.03
"Charlottesville, United States Of America - Houston, United States Of America",IAH,CHO,35.2,-80.95,37.23,-88.81,740.32
"Atlanta, United States Of America - Ft. Lauderdale, United States Of America",ATL,FLL,42.9,-83.53,26.07,-80.13,1897.26
"Amsterdam, Netherlands - Madrid, Spain",MAD,AMS,40.5,-3.58,52.31,4.75,1458.44
"Oakland, United States Of America - San Diego, United States Of America",OAK,SAN,40.2,-97.9,32.7,-102.18,917.57
"Dallas, United States Of America - Phoenix, United States Of America",DFW,PHX,32.9,-97.04,33.44,-112.03,1395.68
"Denver, United States Of America - Seattle, United States Of America",DEN,SEA,39.8,-104.86,39.9,-75.59,2488.10
"New York, United States Of America - Port Of Spain, Trinidad And Tobago",POS,JFK,10.6,-61.34,40.64,-73.79,3558.17
"Boston, United States Of America - Hong Kong, Hong Kong",HKG,BOS,37.6,-122.39,42.21,-71,4348.17
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94,2962.05
"Doha, Qatar - Durban, South Africa",DOH,DUR,-26.1,28.23,-29.96,30.95,505.56
"Bangkok, Thailand - Bombay, India",BKK,BOM,13.7,100.77,19.09,72.86,3034.13
"London, United Kingdom - Reykjavik-keflavik, Iceland",KEF,LHR,64,-22.61,51.47,-0.45,1897.22
"Cape Town, South Africa - Johannesburg, South Africa",JNB,CPT,-26.1,28.23,-33.97,18.59,1274.62
"Houston, United States Of America - Zurich, Switzerland",IAH,ZRH,40.7,-74.18,47.45,8.57,6336.46
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.83
"Amsterdam, Netherlands - Stockholm, Sweden",AMS,ARN,52.3,4.75,60.74,15.85,1156.50
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,7013.16
"Calgary, Canada - Vancouver, Canada",YYC,YVR,51.1,-114.01,49.19,-123.17,686.07
"Seoul, Republic Of Korea - Vancouver, Canada",YVR,ICN,49.2,-123.17,37.45,126.66,8192.24
"Amsterdam, Netherlands - Detroit, United States Of America",DTW,AMS,37.3,-107.75,52.31,4.75,8112.52
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5493.81
"Houston, United States Of America - New York, United States Of America",LGA,IAH,40.8,-73.88,29.98,-95.34,2278.47
"Los Angeles, United States Of America - Salt Lake City, United States Of America",LAX,SLC,34.1,-118.24,40.76,-111.89,928.55
"Charlotte, United States Of America - Houston, United States Of America",IAH,CLT,30,-95.34,35.22,-80.95,1466.03
"Dallas, United States Of America - Salt Lake City, United States Of America",SLC,DFW,40.8,-111.89,32.87,-97.04,1585.73
"Chicago, United States Of America - Tokyo, Japan",ORD,HND,34.1,-118.24,35.55,139.75,8819.54
"Moscow, Russia - Nice, France",SVO,NCE,56,37.42,43.67,7.21,2533.70
"New York, United States Of America - Newark, United States Of America",LGA,EWR,41.6,-98.93,40.69,-74.18,2068.39
"Calcutta, India - Dubai, United Arab Emirates",CCU,DXB,22.7,88.44,25.25,55.35,3366.53
"Brussels, Belgium - New York, United States Of America",BRU,JFK,50.9,4.48,40.64,-73.79,5887.65
"New York, United States Of America - Tokyo, Japan",LGA,NRT,43.7,-79.61,35.75,140.39,10302.48
"Chicago, United States Of America - Quebec, Canada",ORD,YQB,41.6,-98.93,46.79,-71.38,2258.73
"Houston, United States Of America - Quebec, Canada",YQB,IAH,41.6,-98.93,29.98,-95.34,1332.07
"London, United Kingdom - Newark, United States Of America",EWR,LHR,40.7,-74.18,51.47,-0.45,5564.24
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71,4944.47
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,287.03
"Harare, Zimbabwe - Nairobi, Kenya",NBO,HRE,-1.3,36.81,-17.92,31.1,1950.99
"Orlando-intl, United States Of America - Philadelphia, United States Of America",PHL,MCO,45.1,-89.01,28.44,-81.31,1973.63
"Amsterdam, Netherlands - Boston, United States Of America",BOS,AMS,42.2,-71,52.31,4.75,5559.21
"Miami, United States Of America - Zurich, Switzerland",ZRH,MIA,47.5,8.57,33.4,-110.87,9188.31
"London, United Kingdom - Milan, Italy",LCY,LIN,51.5,0.05,45.47,9.18,948.85
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3283.25
"Beirut, Lebanon - Doha, Qatar",DOH,BEY,25.3,51.56,33.82,35.49,1817.32
"Chicago, United States Of America - New Orleans, United States Of America",ORD,MSY,41.6,-98.93,29.98,-90.26,1508.82
"Miami, United States Of America - New Orleans, United States Of America",MSY,MIA,30,-90.26,33.4,-110.87,1983.22
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1926.73
"San Francisco, United States Of America - Seoul, Republic Of Korea",ICN,SFO,37.5,126.66,37.61,-122.39,9071.43
"Charlotte, United States Of America - White Plains, United States Of America",CLT,HPN,35.2,-80.95,41.07,-73.7,909.60
"Athens, Greece - Larnaca, Cyprus",ATH,LCA,37.9,23.72,34.88,33.63,948.14
"Amsterdam, Netherlands - Vienna, Austria",VIE,AMS,48.2,16.37,52.31,4.75,942.81
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Stockholm, Sweden - Zurich, Switzerland",ZRH,ARN,47.5,8.57,60.74,15.85,1544.96
"Copenhagen, Denmark - Frankfurt, Germany",CPH,FRA,55.6,12.64,50.05,8.56,675.18
"Madrid, Spain - Paris, France",MAD,CDG,40.5,-3.58,49.01,2.54,1061.97
"London, United Kingdom - Lyon, France",LHR,LYS,51.5,-0.45,43.13,-0.35,930.99
